Name	ORF	Link	Annotation	Growth Rate Slope	Bootstrapped p-value of slope	R^2	Growth Rate Response @1.5SD	ESR	Calibration gene?	Bootstrapped p-value of R^2	p-value of R^2	Growth Rate Baseline	Variability	Bootstrapped p-value of variability	Unresponsive?
SIR2	YDL042C	YDL042C	chromatin silencing at telomere* || histone deacetylase activity* || YDL042C || 1081861	1.84	1.87E-01	0.36				1.80E-04	1.21E-04	-0.41	0.22	1.00E-04	
SIT4	YDL047W	YDL047W	cell wall organization and biogenesis* || protein serine/threonine phosphatase activity || YDL047W || 1082584	1.84	1.87E-01	0.08				1.29E-01	9.74E-02	-0.76	0.46	6.54E-01	
YNR048W	YNR048W	YNR048W	biological process unknown || transcription regulator activity || YNR048W || 1085666	1.84	1.87E-01	0.31				5.10E-04	3.70E-04	-0.66	0.21	0.00E+00	
DPP1	YDR284C	YDR284C	signal transduction* || phosphatidate phosphatase activity* || YDR284C || 1083367	1.84	1.85E-01	0.15				2.66E-02	1.78E-02	-0.20	0.32	5.73E-02	
YNL046W	YNL046W	YNL046W	biological process unknown || molecular function unknown || YNL046W || 1086698	1.85	1.85E-01	0.13				4.74E-02	3.28E-02	-0.42	0.35	1.25E-01	
YFR035C	YFR035C	YFR035C	biological process unknown || molecular function unknown || YFR035C || 1083781	1.85	1.85E-01	0.14				3.56E-02	2.40E-02	-0.06	0.36	1.85E-01	
COX3	Q0275	Q0275	aerobic respiration* || cytochrome-c oxidase activity || Q0275 || 1084725	1.85	1.84E-01	0.07				1.46E-01	1.11E-01	-0.84	0.47	6.91E-01	
PIN4	YBL051C	YBL051C	G2/M transition of mitotic cell cycle* || molecular function unknown || YBL051C || 1084089	1.85	1.84E-01	0.25				2.74E-03	1.90E-03	-0.71	0.27	5.10E-03	
YPR099C	YPR099C	YPR099C	|| || YPR099C || 1082921	1.85	1.84E-01	0.29				1.09E-03	7.62E-04	-0.33	0.25	1.80E-03	
GLN4	YOR168W	YOR168W	glutaminyl-tRNA aminoacylation || glutamine-tRNA ligase activity || YOR168W || 1084593	1.86	1.83E-01	0.34		down		2.90E-04	1.80E-04	-0.36	0.21	0.00E+00	
UNG1	YML021C	YML021C	DNA repair || uracil DNA N-glycosylase activity || YML021C || 1081435	1.86	1.83E-01	0.23				4.66E-03	3.09E-03	-0.16	0.27	5.30E-03	
FIR1	YER032W	YER032W	mRNA polyadenylylation || molecular function unknown || YER032W || 1083808	1.86	1.82E-01	0.30				9.30E-04	6.17E-04	-0.43	0.23	5.00E-04	
NOP53	YPL146C	YPL146C	ribosome biogenesis* || protein binding || YPL146C || 1085152	1.86	1.82E-01	0.11		down		6.35E-02	4.49E-02	-0.37	0.39	2.86E-01	
YNL320W	YNL320W	YNL320W	biological process unknown || molecular function unknown || YNL320W || 1086515	1.86	1.82E-01	0.30				8.10E-04	5.68E-04	-0.51	0.22	2.00E-04	
YHB1	YGR234W	YGR234W	response to stress || nitric oxide reductase activity || YGR234W || 1081515	1.86	1.82E-01	0.05				2.46E-01	1.99E-01	-0.90	0.55	9.07E-01	
MSC7	YHR039C	YHR039C	meiotic recombination || molecular function unknown || YHR039C || 1086236	1.86	1.82E-01	0.14				3.51E-02	2.37E-02	-0.51	0.31	4.32E-02	
CYK3	YDL117W	YDL117W	cytokinesis || molecular function unknown || YDL117W || 1084129	1.86	1.81E-01	0.42				4.00E-05	1.90E-05	-0.48	0.19	0.00E+00	
YOR252W	YOR252W	YOR252W	biological process unknown || molecular function unknown || YOR252W || 1082992	1.86	1.81E-01	0.09		down		9.88E-02	7.23E-02	-0.34	0.40	3.44E-01	
YOX1	YML027W	YML027W	negative regulation of transcription from RNA polymerase II promoter* || DNA binding* || YML027W || 1086577	1.86	1.81E-01	0.13				4.56E-02	3.16E-02	-0.53	0.36	1.69E-01	
YBR271W	YBR271W	YBR271W	biological process unknown || S-adenosylmethionine-dependent methyltransferase activity || YBR271W || 1083786	1.87	1.80E-01	0.16				2.58E-02	1.73E-02	-0.71	0.31	4.31E-02	
YHR198C	YHR198C	YHR198C	biological process unknown || molecular function unknown || YHR198C || 1083632	1.87	1.79E-01	0.22				6.17E-03	4.13E-03	-0.78	0.29	1.75E-02	
MSW1	YDR268W	YDR268W	tryptophanyl-tRNA aminoacylation || tryptophan-tRNA ligase activity || YDR268W || 1081857	1.87	1.79E-01	0.20				9.03E-03	5.99E-03	-0.52	0.28	1.14E-02	
YBR090C	YBR090C	YBR090C	biological process unknown || molecular function unknown || YBR090C || 1085997	1.87	1.79E-01	0.20				1.03E-02	6.81E-03	-0.28	0.27	7.70E-03	
SMT3	YDR510W	YDR510W	protein sumoylation || protein tag || YDR510W || 1083951	1.88	1.78E-01	0.22				5.98E-03	4.01E-03	-0.44	0.27	4.60E-03	
YEL067C	YEL067C	YEL067C	|| || YEL067C || 1083562	1.88	1.78E-01	0.13				4.75E-02	3.29E-02	-0.36	0.38	2.35E-01	
DML1	YMR211W	YMR211W	mitochondrial genome maintenance* || structural molecule activity || YMR211W || 1084978	1.88	1.78E-01	0.10				9.10E-02	6.58E-02	-0.37	0.36	1.53E-01	
RSC3	YDR303C	YDR303C	"regulation of transcription, DNA-dependent* || DNA binding || YDR303C || 1084661"	1.88	1.77E-01	0.30				8.80E-04	5.83E-04	-0.41	0.22	1.00E-04	
YDR161W	YDR161W	YDR161W	biological process unknown || molecular function unknown || YDR161W || 1083018	1.88	1.77E-01	0.37		down		1.40E-04	8.17E-05	-0.58	0.21	1.00E-04	
YJR030C	YJR030C	YJR030C	biological process unknown || molecular function unknown || YJR030C || 1086072	1.88	1.77E-01	0.30				7.00E-04	4.99E-04	-0.41	0.21	1.00E-04	
RRS1	YOR294W	YOR294W	rRNA processing* || molecular function unknown || YOR294W || 1086764	1.88	1.76E-01	0.30		down		7.00E-04	4.92E-04	-0.39	0.24	9.00E-04	
SMP3	YOR149C	YOR149C	"GPI anchor biosynthesis* || alpha-1,2-mannosyltransferase activity || YOR149C || 1086857"	1.88	1.76E-01	0.24				3.68E-03	2.45E-03	-0.56	0.25	2.60E-03	
YLR437C	YLR437C	YLR437C	biological process unknown || molecular function unknown || YLR437C || 1080683	1.89	1.76E-01	0.14				3.37E-02	2.26E-02	-0.58	0.35	1.35E-01	
ALG2	YGL065C	YGL065C	oligosaccharide-lipid intermediate assembly || glycolipid mannosyltransferase activity || YGL065C || 1082940	1.89	1.76E-01	0.13				4.42E-02	3.04E-02	-0.55	0.34	9.74E-02	
GRS1	YBR121C	YBR121C	glycyl-tRNA aminoacylation* || glycine-tRNA ligase activity || YBR121C || 1081685	1.89	1.76E-01	0.30		down		8.80E-04	5.83E-04	-0.42	0.22	2.00E-04	
YDR119W	YDR119W	YDR119W	biological process unknown || molecular function unknown || YDR119W || 1080989	1.89	1.75E-01	0.10				8.93E-02	6.44E-02	-0.21	0.39	2.89E-01	
SWI5	YDR146C	YDR146C	G1-specific transcription in mitotic cell cycle || transcriptional activator activity || YDR146C || 1083930	1.90	1.73E-01	0.28				1.22E-03	8.95E-04	-0.46	0.23	5.00E-04	
BUD4	YJR092W	YJR092W	bud site selection* || GTP binding || YJR092W || 1085477	1.90	1.73E-01	0.28				1.18E-03	8.44E-04	-0.58	0.24	1.20E-03	
SGF11	YPL047W	YPL047W	regulation of transcription from RNA polymerase II promoter* || molecular function unknown || YPL047W || 1086729	1.90	1.72E-01	0.29				1.07E-03	7.46E-04	-0.24	0.22	3.00E-04	
CSH1	YBR161W	YBR161W	sphingolipid biosynthesis* || mannosyltransferase activity* || YBR161W || 1086213	1.91	1.72E-01	0.10				8.68E-02	6.26E-02	-0.26	0.41	3.98E-01	
RRP45	YDR280W	YDR280W	35S primary transcript processing* || 3'-5'-exoribonuclease activity || YDR280W || 1086082	1.91	1.72E-01	0.52		down		0.00E+00	6.05E-07	-0.41	0.19	0.00E+00	
CYC1	YJR048W	YJR048W	electron transport || electron carrier activity || YJR048W || 1083181	1.91	1.71E-01	0.05				2.15E-01	1.70E-01	-1.50	0.57	9.35E-01	
YAP1802	YGR241C	YGR241C	endocytosis || clathrin binding || YGR241C || 1084543	1.91	1.71E-01	0.22				6.71E-03	4.39E-03	-0.66	0.29	1.58E-02	
FOL1	YNL256W	YNL256W	folic acid and derivative biosynthesis || 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity* || YNL256W || 1086875	1.91	1.70E-01	0.09		down		1.06E-01	7.83E-02	-0.15	0.44	5.29E-01	
YLR021W	YLR021W	YLR021W	biological process unknown || molecular function unknown || YLR021W || 1085237	1.91	1.70E-01	0.33				3.20E-04	2.23E-04	-0.19	0.21	0.00E+00	
EHD3	YDR036C	YDR036C	endocytosis* || 3-hydroxyisobutyryl-CoA hydrolase activity || YDR036C || 1085145	1.91	1.70E-01	0.11				6.93E-02	4.93E-02	-1.16	0.40	3.52E-01	
OYE2	YHR179W	YHR179W	biological process unknown || NADPH dehydrogenase activity || YHR179W || 1085449	1.92	1.70E-01	0.04				2.65E-01	2.16E-01	-0.71	0.59	9.50E-01	
CPD1	YGR247W	YGR247W	"meiosis* || 2',3'-cyclic-nucleotide 3'-phosphodiesterase activity || YGR247W || 1083486"	1.92	1.70E-01	0.14				3.29E-02	2.20E-02	-0.10	0.26	4.30E-03	
SCS3	YGL126W	YGL126W	phospholipid metabolism || molecular function unknown || YGL126W || 1082409	1.92	1.70E-01	0.03				3.99E-01	3.47E-01	-0.78	0.80	9.99E-01	
FMN1	YDR236C	YDR236C	FMN biosynthesis || riboflavin kinase activity* || YDR236C || 1086455	1.92	1.70E-01	0.31				5.60E-04	4.36E-04	-0.45	0.22	2.00E-04	
YDL211C	YDL211C	YDL211C	biological process unknown || molecular function unknown || YDL211C || 1083274	1.92	1.69E-01	0.17				1.96E-02	1.31E-02	-0.30	0.33	6.69E-02	
MMT1	YMR177W	YMR177W	iron ion homeostasis || molecular function unknown || YMR177W || 1083771	1.92	1.68E-01	0.22				6.66E-03	4.36E-03	-0.19	0.28	9.60E-03	
SWS2	YNL081C	YNL081C	protein biosynthesis || structural constituent of ribosome || YNL081C || 1086479	1.93	1.66E-01	0.17				2.01E-02	1.34E-02	-0.82	0.27	7.00E-03	
SPT14	YPL175W	YPL175W	GPI anchor biosynthesis || UDP-glycosyltransferase activity || YPL175W || 1081381	1.94	1.65E-01	0.38				1.00E-04	6.41E-05	-0.38	0.20	0.00E+00	
FAP7	YDL166C	YDL166C	processing of 20S pre-rRNA* || molecular function unknown || YDL166C || 1085857	1.94	1.64E-01	0.36				1.40E-04	9.91E-05	-0.06	0.20	0.00E+00	
RIB3	YDR487C	YDR487C	"aerobic respiration* || 3,4-dihydroxy-2-butanone-4-phosphate synthase activity || YDR487C || 1081238"	1.95	1.63E-01	0.17				1.93E-02	1.28E-02	-0.62	0.30	3.18E-02	
SGE1	YPR198W	YPR198W	response to drug* || xenobiotic-transporting ATPase activity || YPR198W || 1084730	1.95	1.63E-01	0.14				3.97E-02	2.70E-02	-0.60	0.38	2.63E-01	
EAF5	YEL018W	YEL018W	biological process unknown || molecular function unknown || YEL018W || 1086560	1.95	1.63E-01	0.31				6.60E-04	4.74E-04	-0.52	0.23	4.00E-04	
DPH2	YKL191W	YKL191W	peptidyl-diphthamide biosynthesis from peptidyl-histidine || molecular function unknown || YKL191W || 1080995	1.95	1.62E-01	0.17				1.99E-02	1.31E-02	-0.58	0.34	1.03E-01	
YHR127W	YHR127W	YHR127W	biological process unknown || molecular function unknown || YHR127W || 1085016	1.95	1.62E-01	0.25				2.70E-03	1.82E-03	-0.74	0.26	3.80E-03	
FEN2	YCR028C	YCR028C	endocytosis* || pantothenate transporter activity || YCR028C || 1081453	1.95	1.62E-01	0.22				5.26E-03	3.56E-03	-0.74	0.27	7.50E-03	
PTH2	YBL057C	YBL057C	protein biosynthesis || aminoacyl-tRNA hydrolase activity || YBL057C || 1085037	1.96	1.61E-01	0.23				4.17E-03	2.78E-03	-0.43	0.25	1.90E-03	
YDR107C	YDR107C	YDR107C	biological process unknown || molecular function unknown || YDR107C || 1086171	1.96	1.61E-01	0.16				2.18E-02	1.46E-02	-0.66	0.28	1.17E-02	
IMG1	YCR046C	YCR046C	protein biosynthesis || structural constituent of ribosome || YCR046C || 1081372	1.96	1.61E-01	0.15				3.28E-02	2.19E-02	-1.29	0.33	8.57E-02	
SKG6	YHR149C	YHR149C	biological process unknown || molecular function unknown || YHR149C || 1085698	1.96	1.60E-01	0.19				1.19E-02	7.77E-03	-0.43	0.28	9.40E-03	
MRPL44	YMR225C	YMR225C	protein biosynthesis || structural constituent of ribosome || YMR225C || 1085261	1.96	1.60E-01	0.10				8.10E-02	5.80E-02	-0.98	0.40	3.25E-01	
YBR075W	YBR075W	YBR075W	|| || YBR075W || 1084107	1.97	1.59E-01	0.20				9.00E-03	5.96E-03	-0.69	0.28	8.60E-03	
KTR5	YNL029C	YNL029C	cell wall organization and biogenesis* || mannosyltransferase activity || YNL029C || 1084050	1.97	1.59E-01	0.11				6.38E-02	4.51E-02	-0.95	0.41	4.08E-01	
GDH1	YOR375C	YOR375C	glutamate biosynthesis || glutamate dehydrogenase (NADP+) activity || YOR375C || 1083445	1.97	1.59E-01	0.08				1.16E-01	8.64E-02	-0.45	0.43	5.15E-01	
TUF1	YOR187W	YOR187W	translational elongation || GTPase activity* || YOR187W || 1082448	1.97	1.58E-01	0.15				3.15E-02	2.09E-02	-1.00	0.34	1.05E-01	
POP2	YNR052C	YNR052C	regulation of transcription from RNA polymerase II promoter* || 3'-5'-exoribonuclease activity || YNR052C || 1084789	1.98	1.57E-01	0.27				1.43E-03	1.06E-03	-0.60	0.27	6.20E-03	
YSC83	YHR017W	YHR017W	biological process unknown || molecular function unknown || YHR017W || 1084860	1.98	1.57E-01	0.24				3.23E-03	2.19E-03	-0.23	0.27	7.00E-03	
NOP6	YDL213C	YDL213C	rRNA processing* || molecular function unknown || YDL213C || 1086914	1.98	1.57E-01	0.21				6.89E-03	4.54E-03	-0.70	0.29	1.73E-02	
CAR1	YPL111W	YPL111W	arginine catabolism to ornithine || arginase activity || YPL111W || 1084044	1.98	1.57E-01	0.03				3.29E-01	2.77E-01	-0.68	0.75	9.98E-01	
MSE1	YOL033W	YOL033W	protein biosynthesis* || glutamate-tRNA ligase activity || YOL033W || 1084905	1.98	1.56E-01	0.23				4.91E-03	3.29E-03	-0.93	0.28	1.22E-02	
SPO16	YHR153C	YHR153C	sporulation (sensu Fungi) || molecular function unknown || YHR153C || 1082160	1.98	1.56E-01	0.10				7.69E-02	5.48E-02	0.10	0.43	4.78E-01	
RPC82	YPR190C	YPR190C	transcription from RNA polymerase III promoter || DNA-directed RNA polymerase activity || YPR190C || 1082173	1.98	1.56E-01	0.32		down		3.90E-04	2.90E-04	-0.94	0.25	2.00E-03	
BUD28	YLR062C	YLR062C	|| || YLR062C || 1081712	1.99	1.55E-01	0.06		down		1.81E-01	1.41E-01	-0.36	0.48	7.37E-01	
RPS29B	YDL061C	YDL061C	protein biosynthesis || structural constituent of ribosome || YDL061C || 1081582	1.99	1.55E-01	0.21		down		6.78E-03	4.45E-03	-0.33	0.28	1.27E-02	
RPO31	YOR116C	YOR116C	transcription from RNA polymerase III promoter || DNA-directed RNA polymerase activity || YOR116C || 1083749	1.99	1.55E-01	0.37				1.40E-04	8.41E-05	-0.49	0.19	0.00E+00	
YMR259C	YMR259C	YMR259C	biological process unknown || molecular function unknown || YMR259C || 1081695	1.99	1.54E-01	0.26				2.21E-03	1.51E-03	-0.39	0.26	4.50E-03	
LIP2	YLR239C	YLR239C	protein-lipoylation || ligase activity || YLR239C || 1086291	1.99	1.54E-01	0.21				7.07E-03	4.69E-03	-1.11	0.28	8.50E-03	
MCD1	YDL003W	YDL003W	mitotic sister chromatid cohesion* || molecular function unknown || YDL003W || 1082982	1.99	1.54E-01	0.09				1.06E-01	7.84E-02	-0.59	0.41	4.00E-01	
YHR020W	YHR020W	YHR020W	tRNA aminoacylation for protein translation || proline-tRNA ligase activity || YHR020W || 1083774	2.00	1.54E-01	0.23		down		4.44E-03	2.94E-03	-0.40	0.28	1.16E-02	
CAT5	YOR125C	YOR125C	ubiquinone metabolism || molecular function unknown || YOR125C || 1084767	2.00	1.53E-01	0.25				2.65E-03	1.77E-03	-0.33	0.28	8.40E-03	
DAD1	YDR016C	YDR016C	mitotic spindle organization and biogenesis in nucleus* || structural constituent of cytoskeleton || YDR016C || 1086598	2.00	1.53E-01	0.14				3.65E-02	2.47E-02	-0.18	0.37	1.91E-01	
MRP20	YDR405W	YDR405W	protein biosynthesis || structural constituent of ribosome || YDR405W || 1083481	2.00	1.53E-01	0.09				1.07E-01	7.91E-02	-1.40	0.49	7.68E-01	
BUD30	YDL151C	YDL151C	|| || YDL151C || 1086173	2.00	1.53E-01	0.12		down		6.03E-02	4.26E-02	-0.26	0.38	2.47E-01	
PAC1	YOR269W	YOR269W	"nuclear migration, microtubule-mediated || molecular function unknown || YOR269W || 1083898"	2.00	1.52E-01	0.41				5.00E-05	2.85E-05	-0.54	0.21	1.00E-04	
MRPS35	YGR165W	YGR165W	protein biosynthesis* || structural constituent of ribosome || YGR165W || 1083795	2.00	1.52E-01	0.30				9.10E-04	6.05E-04	-0.85	0.24	1.10E-03	
SAM37	YMR060C	YMR060C	outer mitochondrial membrane organization and biogenesis || protein binding || YMR060C || 1081935	2.01	1.51E-01	0.25				2.68E-03	1.80E-03	-0.54	0.27	6.70E-03	
YLR236C	YLR236C	YLR236C	|| || YLR236C || 1082693	2.01	1.51E-01	0.27				1.53E-03	1.10E-03	-0.65	0.27	5.30E-03	
RPL6A	YML073C	YML073C	protein biosynthesis* || structural constituent of ribosome* || YML073C || 1083762	2.01	1.51E-01	0.27		down		1.46E-03	1.07E-03	-0.53	0.22	1.00E-04	
SUI1	YNL244C	YNL244C	translational initiation || translation initiation factor activity || YNL244C || 1086025	2.01	1.51E-01	0.24				4.08E-03	2.72E-03	-0.33	0.30	2.36E-02	
COX15	YER141W	YER141W	"cytochrome c oxidase complex assembly* || oxidoreductase activity, acting on NADH or NADPH, heme protein as acceptor || YER141W || 1085995"	2.01	1.50E-01	0.13		up		4.54E-02	3.15E-02	-0.48	0.34	1.03E-01	
YMR178W	YMR178W	YMR178W	biological process unknown || molecular function unknown || YMR178W || 1082748	2.01	1.50E-01	0.14				3.46E-02	2.33E-02	-0.01	0.35	1.35E-01	
TEC1	YBR083W	YBR083W	pseudohyphal growth* || specific RNA polymerase II transcription factor activity || YBR083W || 1083334	2.01	1.50E-01	0.23				5.12E-03	3.47E-03	-0.69	0.28	1.18E-02	
RFC3	YNL290W	YNL290W	mismatch repair* || ATPase activity* || YNL290W || 1082073	2.02	1.49E-01	0.39				7.00E-05	4.10E-05	-0.58	0.24	6.00E-04	
NSA1	YGL111W	YGL111W	ribosomal large subunit biogenesis || molecular function unknown || YGL111W || 1082896	2.02	1.49E-01	0.32		down		4.10E-04	3.00E-04	-0.44	0.24	8.00E-04	
ADH1	YOL086C	YOL086C	fermentation || alcohol dehydrogenase activity || YOL086C || 1082338	2.02	1.48E-01	0.02				4.20E-01	3.68E-01	-1.00	0.90	1.00E+00	
YNL152W	YNL152W	YNL152W	biological process unknown || phospholipid binding || YNL152W || 1082898	2.02	1.48E-01	0.58				0.00E+00	8.08E-08	-0.60	0.18	0.00E+00	
RNA15	YGL044C	YGL044C	mRNA polyadenylylation* || RNA binding* || YGL044C || 1084000	2.02	1.48E-01	0.38				1.20E-04	6.67E-05	-0.38	0.18	0.00E+00	
RHO2	YNL090W	YNL090W	cell wall organization and biogenesis* || GTPase activity* || YNL090W || 1082726	2.03	1.47E-01	0.38				1.00E-04	5.62E-05	-0.29	0.22	3.00E-04	
SLF1	YDR515W	YDR515W	copper ion homeostasis* || RNA binding || YDR515W || 1082841	2.03	1.47E-01	0.21				7.55E-03	5.04E-03	-0.93	0.25	1.90E-03	
SAR1	YPL218W	YPL218W	ER to Golgi transport || GTPase activity || YPL218W || 1082406	2.03	1.46E-01	0.42				4.00E-05	1.86E-05	-0.30	0.20	0.00E+00	
PAN6	YIL145C	YIL145C	pantothenate biosynthesis || pantoate-beta-alanine ligase activity || YIL145C || 1086376	2.03	1.46E-01	0.24				3.35E-03	2.27E-03	-0.38	0.30	2.25E-02	
YKL027W	YKL027W	YKL027W	biological process unknown || molecular function unknown || YKL027W || 1083893	2.03	1.46E-01	0.36				1.60E-04	1.04E-04	-0.66	0.24	1.10E-03	
YCR102C	YCR102C	YCR102C	biological process unknown || molecular function unknown || YCR102C || 1081990	2.03	1.46E-01	0.13				4.78E-02	3.32E-02	-0.51	0.41	4.14E-01	
RPB9	YGL070C	YGL070C	transcription from RNA polymerase II promoter || DNA-directed RNA polymerase activity || YGL070C || 1083891	2.03	1.46E-01	0.28		down		1.42E-03	1.02E-03	-0.66	0.26	3.30E-03	
RPS24B	YIL069C	YIL069C	protein biosynthesis || structural constituent of ribosome || YIL069C || 1083732	2.04	1.45E-01	0.20				9.46E-03	6.20E-03	-0.29	0.24	6.00E-04	
YJL181W	YJL181W	YJL181W	biological process unknown || molecular function unknown || YJL181W || 1083731	2.04	1.45E-01	0.26				1.91E-03	1.32E-03	-0.63	0.27	6.40E-03	
YML082W	YML082W	YML082W	sulfur metabolism || carbon-sulfur lyase activity || YML082W || 1086323	2.04	1.44E-01	0.38		down		1.20E-04	6.59E-05	-0.67	0.24	6.00E-04	
RNH201	YNL072W	YNL072W	DNA replication || ribonuclease H activity || YNL072W || 1080712	2.04	1.44E-01	0.32				3.90E-04	2.91E-04	-0.69	0.25	1.90E-03	
PEX31	YGR004W	YGR004W	peroxisome organization and biogenesis || molecular function unknown || YGR004W || 1082387	2.04	1.44E-01	0.49				0.00E+00	1.79E-06	-0.63	0.21	0.00E+00	
YSH1	YLR277C	YLR277C	mRNA polyadenylylation* || RNA binding* || YLR277C || 1082429	2.04	1.44E-01	0.44				1.00E-05	1.04E-05	-0.42	0.20	0.00E+00	
YPL208W	YPL208W	YPL208W	biological process unknown || molecular function unknown || YPL208W || 1080639	2.04	1.44E-01	0.47				0.00E+00	3.86E-06	-0.08	0.20	0.00E+00	
ISA2	YPR067W	YPR067W	iron ion transport || molecular function unknown || YPR067W || 1085376	2.05	1.43E-01	0.38		up		1.00E-04	6.42E-05	-0.73	0.20	0.00E+00	
PDR16	YNL231C	YNL231C	response to drug* || phosphatidylinositol transporter activity || YNL231C || 1085730	2.05	1.43E-01	0.16				2.46E-02	1.65E-02	-0.48	0.37	1.99E-01	
YFR020W	YFR020W	YFR020W	|| || YFR020W || 1082787	2.05	1.43E-01	0.14				3.73E-02	2.53E-02	-0.59	0.37	2.24E-01	
RBD2	YPL246C	YPL246C	biological process unknown || molecular function unknown || YPL246C || 1083390	2.05	1.43E-01	0.31				5.20E-04	3.81E-04	-0.70	0.25	2.20E-03	
UBP1	YDL122W	YDL122W	protein deubiquitination || ubiquitin-specific protease activity || YDL122W || 1085785	2.05	1.42E-01	0.34				2.90E-04	1.73E-04	-0.70	0.22	2.00E-04	
HXT17	YNR072W	YNR072W	hexose transport || glucose transporter activity* || YNR072W || 1082728	2.05	1.42E-01	0.02				4.81E-01	4.30E-01	-2.07	0.91	1.00E+00	
MSY1	YPL097W	YPL097W	tyrosyl-tRNA aminoacylation || tyrosine-tRNA ligase activity || YPL097W || 1083638	2.05	1.42E-01	0.15				2.61E-02	1.76E-02	-1.18	0.36	1.60E-01	
DPM1	YPR183W	YPR183W	"protein amino acid N-linked glycosylation* || transferase activity, transferring glycosyl groups* || YPR183W || 1080722"	2.05	1.42E-01	0.12				5.75E-02	4.05E-02	-0.87	0.42	4.27E-01	
YGR026W	YGR026W	YGR026W	biological process unknown || molecular function unknown || YGR026W || 1086149	2.06	1.41E-01	0.24				3.64E-03	2.42E-03	-0.42	0.28	1.06E-02	
YGL139W	YGL139W	YGL139W	biological process unknown || molecular function unknown || YGL139W || 1082648	2.06	1.41E-01	0.20				9.23E-03	6.11E-03	-0.84	0.27	7.60E-03	
UAF30	YOR295W	YOR295W	transcription from RNA polymerase I promoter || RNA polymerase I transcription factor activity* || YOR295W || 1080924	2.06	1.41E-01	0.17				1.77E-02	1.17E-02	-0.44	0.29	1.65E-02	
DBP8	YHR169W	YHR169W	35S primary transcript processing || ATP-dependent RNA helicase activity || YHR169W || 1084927	2.06	1.41E-01	0.33		down		3.80E-04	2.64E-04	-0.71	0.24	1.30E-03	
SMY2	YBR172C	YBR172C	cytoskeleton organization and biogenesis || molecular function unknown || YBR172C || 1086026	2.06	1.40E-01	0.33				3.20E-04	2.24E-04	-0.99	0.25	2.30E-03	
SMD1	YGR074W	YGR074W	"nuclear mRNA splicing, via spliceosome || RNA splicing factor activity, transesterification mechanism* || YGR074W || 1085778"	2.07	1.39E-01	0.49				0.00E+00	1.95E-06	-0.41	0.20	0.00E+00	
RFA3	YJL173C	YJL173C	DNA recombination* || DNA binding || YJL173C || 1086259	2.07	1.39E-01	0.13				4.40E-02	3.02E-02	-0.23	0.40	3.62E-01	
