Entry	Status	Protein names	Organism	Length	Gene names  (ordered locus )	Gene names  (primary )	Cross-reference (KEGG)	Gene ontology (GO)	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)
Q6BQN1	unreviewed	Chorismate synthase (EC 4.2.3.5)	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	377	DEHA2E03784g		dha:DEHA2E03784g;	chorismate synthase activity [GO:0004107]; aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate biosynthetic process [GO:0009423]		chorismate synthase activity [GO:0004107]
Q6BHJ7	unreviewed	DEHA2G18040p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	556	DEHA2G18040g		dha:DEHA2G18040g;	lipid catabolic process [GO:0016042]	lipid catabolic process [GO:0016042]		
Q6BYJ0	unreviewed	MMS19 nucleotide excision repair protein	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	1104	DEHA2A09196g		dha:DEHA2A09196g;	CIA complex [GO:0097361]; nucleus [GO:0005634]; DNA repair [GO:0006281]; iron-sulfur cluster assembly [GO:0016226]; protein maturation by iron-sulfur cluster transfer [GO:0097428]	DNA repair [GO:0006281]; iron-sulfur cluster assembly [GO:0016226]; protein maturation by iron-sulfur cluster transfer [GO:0097428]	CIA complex [GO:0097361]; nucleus [GO:0005634]	
Q6BZI5	unreviewed	DEHA2A01034p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	657	DEHA2A01034g		dha:DEHA2A01034g;	nucleolus [GO:0005730]; rDNA binding [GO:0000182]; RNA polymerase I core binding [GO:0001042]; RNA polymerase I general transcription initiation factor activity [GO:0001181]; RNA polymerase I general transcription initiation factor binding [GO:0001179]; transcription initiation from RNA polymerase I promoter [GO:0006361]	transcription initiation from RNA polymerase I promoter [GO:0006361]	nucleolus [GO:0005730]	rDNA binding [GO:0000182]; RNA polymerase I core binding [GO:0001042]; RNA polymerase I general transcription initiation factor activity [GO:0001181]; RNA polymerase I general transcription initiation factor binding [GO:0001179]
Q6BV34	unreviewed	DEHA2C05720p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	453	DEHA2C05720g		dha:DEHA2C05720g;	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]			pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]
Q6BKQ0	unreviewed	DEHA2F20130p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	503	DEHA2F20130g		dha:DEHA2F20130g;	cysteine-type peptidase activity [GO:0008234]			cysteine-type peptidase activity [GO:0008234]
Q6BZL1	unreviewed	DEHA2A00506p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	586	DEHA2A00506g		dha:DEHA2A00506g;	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]		integral component of membrane [GO:0016021]	transmembrane transporter activity [GO:0022857]
Q6BJS9	unreviewed	DEHA2G00264p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	67	DEHA2G00264g		dha:DEHA2G00264g;				
Q6BJD2	unreviewed	DEHA2G03300p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	333	DEHA2G03300g		dha:DEHA2G03300g;	heme binding [GO:0020037]; oxygen binding [GO:0019825]			heme binding [GO:0020037]; oxygen binding [GO:0019825]
Q6BTW9	unreviewed	DEHA2C15290p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	595	DEHA2C15290g		dha:DEHA2C15290g;	integral component of membrane [GO:0016021]; nucleoside transmembrane transporter activity [GO:0005337]		integral component of membrane [GO:0016021]	nucleoside transmembrane transporter activity [GO:0005337]
Q6BXM7	unreviewed	DEHA2B01760p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	501	DEHA2B01760g		dha:DEHA2B01760g;	rDNA heterochromatin [GO:0033553]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]; U3 snoRNA binding [GO:0034511]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; positive regulation of transcription by RNA polymerase I [GO:0045943]	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; positive regulation of transcription by RNA polymerase I [GO:0045943]	rDNA heterochromatin [GO:0033553]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]	U3 snoRNA binding [GO:0034511]
Q6BR22	unreviewed	DEHA2E00484p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	326	DEHA2E00484g		dha:DEHA2E00484g;	hydrolase activity [GO:0016787]			hydrolase activity [GO:0016787]
B5RUX8	unreviewed	Geranylgeranyl transferase type I subunit beta (EC 2.5.1.59) (Geranylgeranyl transferase type-1 subunit beta)	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	392	DEHA2G22440g		dha:DEHA2G22440g;	CAAX-protein geranylgeranyltransferase complex [GO:0005953]; CAAX-protein geranylgeranyltransferase activity [GO:0004662]; protein geranylgeranylation [GO:0018344]	protein geranylgeranylation [GO:0018344]	CAAX-protein geranylgeranyltransferase complex [GO:0005953]	CAAX-protein geranylgeranyltransferase activity [GO:0004662]
Q6BPY0	unreviewed	DEHA2E09966p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	223	DEHA2E09966g		dha:DEHA2E09966g;	cytosolic small ribosomal subunit [GO:0022627]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; rRNA export from nucleus [GO:0006407]; translation [GO:0006412]	rRNA export from nucleus [GO:0006407]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Q6BHQ9	unreviewed	ER membrane protein complex subunit 4	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	184	DEHA2G16588g		dha:DEHA2G16588g;	EMC complex [GO:0072546]; membrane insertase activity [GO:0032977]; protein insertion into ER membrane by stop-transfer membrane-anchor sequence [GO:0045050]	protein insertion into ER membrane by stop-transfer membrane-anchor sequence [GO:0045050]	EMC complex [GO:0072546]	membrane insertase activity [GO:0032977]
Q6BUQ3	unreviewed	DEHA2C08954p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	519	DEHA2C08954g		dha:DEHA2C08954g;	nucleolus [GO:0005730]; protein-RNA complex remodeling [GO:0110136]; ribosomal large subunit assembly [GO:0000027]	protein-RNA complex remodeling [GO:0110136]; ribosomal large subunit assembly [GO:0000027]	nucleolus [GO:0005730]	
Q6BW79	unreviewed	DEHA2B13662p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	287	DEHA2B13662g		dha:DEHA2B13662g;	DNA-binding transcription factor activity [GO:0003700]			DNA-binding transcription factor activity [GO:0003700]
Q6BTX7	unreviewed	DEHA2C15136p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	392	DEHA2C15136g		dha:DEHA2C15136g;	integral component of membrane [GO:0016021]; magnesium ion transmembrane transporter activity [GO:0015095]		integral component of membrane [GO:0016021]	magnesium ion transmembrane transporter activity [GO:0015095]
Q6BSF3	unreviewed	DEHA2D09262p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	429	DEHA2D09262g		dha:DEHA2D09262g;	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]			oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]
Q6BQ94	unreviewed	DEHA2E07260p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	436	DEHA2E07260g		dha:DEHA2E07260g;	ubiquitin binding [GO:0043130]			ubiquitin binding [GO:0043130]
Q6BHR0	unreviewed	DEHA2G16566p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	150	DEHA2G16566g		dha:DEHA2G16566g;	integral component of membrane [GO:0016021]		integral component of membrane [GO:0016021]	
Q6BS89	unreviewed	DEHA2D10736p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	249	DEHA2D10736g		dha:DEHA2D10736g;				
Q6BKZ0	unreviewed	DEHA2F17732p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	1295	DEHA2F17732g		dha:DEHA2F17732g;	nucleus [GO:0005634]; ATP binding [GO:0005524]; histone binding [GO:0042393]; nucleosome-dependent ATPase activity [GO:0070615]		nucleus [GO:0005634]	ATP binding [GO:0005524]; histone binding [GO:0042393]; nucleosome-dependent ATPase activity [GO:0070615]
Q6BKK4	unreviewed	DEHA2F21120p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	406	DEHA2F21120g		dha:DEHA2F21120g;	perinuclear region of cytoplasm [GO:0048471]; protein aggregate center [GO:0140453]; TRC complex [GO:0072380]; ATP binding [GO:0005524]; ATPase activator activity [GO:0001671]; Hsp70 protein binding [GO:0030544]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]; 'de novo' protein folding [GO:0006458]; cellular response to heat [GO:0034605]; chaperone-mediated protein complex assembly [GO:0051131]; cytoplasm protein quality control [GO:0140455]; heterochromatin assembly by small RNA [GO:0031048]; protein refolding [GO:0042026]; protein targeting to ER [GO:0045047]; protein targeting to mitochondrion [GO:0006626]; tRNA import into nucleus [GO:0035719]; ubiquitin-dependent ERAD pathway [GO:0030433]	'de novo' protein folding [GO:0006458]; cellular response to heat [GO:0034605]; chaperone-mediated protein complex assembly [GO:0051131]; cytoplasm protein quality control [GO:0140455]; heterochromatin assembly by small RNA [GO:0031048]; protein refolding [GO:0042026]; protein targeting to ER [GO:0045047]; protein targeting to mitochondrion [GO:0006626]; tRNA import into nucleus [GO:0035719]; ubiquitin-dependent ERAD pathway [GO:0030433]	perinuclear region of cytoplasm [GO:0048471]; protein aggregate center [GO:0140453]; TRC complex [GO:0072380]	ATPase activator activity [GO:0001671]; ATP binding [GO:0005524]; Hsp70 protein binding [GO:0030544]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]
B5RTB0	unreviewed	DEHA2C13266p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	469	DEHA2C13266g		dha:DEHA2C13266g;				
Q6BTW2	unreviewed	DEHA2C15466p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	529	DEHA2C15466g		dha:DEHA2C15466g;	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]		integral component of membrane [GO:0016021]	transmembrane transporter activity [GO:0022857]
Q6BP67	unreviewed	DEHA2E16104p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	742	DEHA2E16104g		dha:DEHA2E16104g;	phosphotransferase activity, alcohol group as acceptor [GO:0016773]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]		phosphotransferase activity, alcohol group as acceptor [GO:0016773]
B5RTC7	unreviewed	DEHA2C16390p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	247	DEHA2C16390g		dha:DEHA2C16390g;	Ino80 complex [GO:0031011]; SWI/SNF complex [GO:0016514]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIF complex [GO:0005674]; ATP-dependent chromatin remodeling [GO:0043044]; regulation of nucleosome density [GO:0060303]; regulation of transcription by RNA polymerase II [GO:0006357]	ATP-dependent chromatin remodeling [GO:0043044]; regulation of nucleosome density [GO:0060303]; regulation of transcription by RNA polymerase II [GO:0006357]	Ino80 complex [GO:0031011]; SWI/SNF complex [GO:0016514]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIF complex [GO:0005674]	
B5RTK5	unreviewed	DEHA2D17820p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	198	DEHA2D17820g		dha:DEHA2D17820g;	NatC complex [GO:0031417]; peptide alpha-N-acetyltransferase activity [GO:0004596]; N-terminal peptidyl-methionine acetylation [GO:0017196]; regulation of protein localization [GO:0032880]	N-terminal peptidyl-methionine acetylation [GO:0017196]; regulation of protein localization [GO:0032880]	NatC complex [GO:0031417]	peptide alpha-N-acetyltransferase activity [GO:0004596]
Q6BQB3	unreviewed	DEHA2E06864p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	957	DEHA2E06864g		dha:DEHA2E06864g;	cytoplasm [GO:0005737]; glutathione hydrolase complex [GO:0061672]; nuclear periphery [GO:0034399]; glutathione hydrolase activity [GO:0036374]; identical protein binding [GO:0042802]; glutathione catabolic process [GO:0006751]	glutathione catabolic process [GO:0006751]	cytoplasm [GO:0005737]; glutathione hydrolase complex [GO:0061672]; nuclear periphery [GO:0034399]	glutathione hydrolase activity [GO:0036374]; identical protein binding [GO:0042802]
Q6BLM2	unreviewed	DEHA2F12320p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	1131	DEHA2F12320g		dha:DEHA2F12320g;	integral component of membrane [GO:0016021]		integral component of membrane [GO:0016021]	
Q6BTB6	unreviewed	DEHA2D02002p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	231	DEHA2D02002g		dha:DEHA2D02002g;	FMN binding [GO:0010181]			FMN binding [GO:0010181]
Q6BJA8	unreviewed	O-phosphoserine phosphohydrolase (EC 3.1.3.3)	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	312	DEHA2G03850g		dha:DEHA2G03850g;	D-phosphoserine phosphatase activity [GO:0036425]; L-phosphoserine phosphatase activity [GO:0036424]; metal ion binding [GO:0046872]; L-serine biosynthetic process [GO:0006564]	L-serine biosynthetic process [GO:0006564]		D-phosphoserine phosphatase activity [GO:0036425]; L-phosphoserine phosphatase activity [GO:0036424]; metal ion binding [GO:0046872]
Q6BJ56	unreviewed	Dolichol phosphate-mannose biosynthesis regulatory protein	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	87	DEHA2G05038g		dha:DEHA2G05038g;	integral component of endoplasmic reticulum membrane [GO:0030176]; enzyme regulator activity [GO:0030234]; dolichol metabolic process [GO:0019348]; protein glycosylation [GO:0006486]	dolichol metabolic process [GO:0019348]; protein glycosylation [GO:0006486]	integral component of endoplasmic reticulum membrane [GO:0030176]	enzyme regulator activity [GO:0030234]
B5RUN1	unreviewed	Lysophospholipase (EC 3.1.1.5)	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	708	DEHA2F24420g		dha:DEHA2F24420g;	lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]; phospholipid catabolic process [GO:0009395]	phospholipid catabolic process [GO:0009395]		lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]
B5RST4	unreviewed	DEHA2A09086p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	1138	DEHA2A09086g		dha:DEHA2A09086g;	integral component of fungal-type vacuolar membrane [GO:0071627]; ATP binding [GO:0005524]; P-type calcium transporter activity [GO:0005388]; cellular calcium ion homeostasis [GO:0006874]	cellular calcium ion homeostasis [GO:0006874]	integral component of fungal-type vacuolar membrane [GO:0071627]	ATP binding [GO:0005524]; P-type calcium transporter activity [GO:0005388]
Q6BSD4	unreviewed	DEHA2D09702p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	426	DEHA2D09702g		dha:DEHA2D09702g;				
Q6BS77	unreviewed	Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1)	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	620	DEHA2D11000g		dha:DEHA2D11000g;	mediator complex [GO:0016592]; transcription coregulator activity [GO:0003712]; regulation of transcription by RNA polymerase II [GO:0006357]	regulation of transcription by RNA polymerase II [GO:0006357]	mediator complex [GO:0016592]	transcription coregulator activity [GO:0003712]
Q6BR67	unreviewed	DEHA2D18810p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	463	DEHA2D18810g		dha:DEHA2D18810g;	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]			DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
Q6BZL4	unreviewed	DEHA2A00484p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	298	DEHA2A00484g		dha:DEHA2A00484g;				
B5RT76	unreviewed	DEHA2C05302p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	1179	DEHA2C05302g		dha:DEHA2C05302g;	spliceosomal complex [GO:0005681]; mRNA splicing, via spliceosome [GO:0000398]	mRNA splicing, via spliceosome [GO:0000398]	spliceosomal complex [GO:0005681]	
Q6BYC1	unreviewed	DEHA2A10714p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	423	DEHA2A10714g		dha:DEHA2A10714g;	FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]			FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]
Q6BQ47	unreviewed	DEHA2E08404p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	37	DEHA2E08404g		dha:DEHA2E08404g;				
Q6BXQ7	unreviewed	DEHA2B01078p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	574	DEHA2B01078g		dha:DEHA2B01078g;	integral component of membrane [GO:0016021]; amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]	amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]	
B5RTR1	unreviewed	DEHA2D04708p	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	482	DEHA2D04708g		dha:DEHA2D04708g;	integral component of membrane [GO:0016021]		integral component of membrane [GO:0016021]	
